Compound,Workflow,,,,,,,,,,,,,,,,,,,Retention Time,,,PTC Confirmed RT,SMILES
Nimodipine,Fragment,,,,,,,,,,,,,,,,,,,7.4,,,,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
Nitralin,TargetPeak,,,,,,,,,,,,,,,,,,,7.77,,,,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-]
Nitralin,Fragment,,,,,,,,,,,,,,,,,,,7.77,,,,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-]
Nitralin,Fragment,,,,,,,,,,,,,,,,,,,7.77,,,,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-]
Nitralin,Fragment,,,,,,,,,,,,,,,,,,,7.77,,,,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-]
Nitralin,Fragment,,,,,,,,,,,,,,,,,,,7.77,,,,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-]
Nitralin,Fragment,,,,,,,,,,,,,,,,,,,7.77,,,,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-]
Nitrazepam,TargetPeak,,,,,,,,,,,,,,,,,,,5.85,,,5.85,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
Nitrazepam,Fragment,,,,,,,,,,,,,,,,,,,5.85,,,5.85,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
Nitrazepam,Fragment,,,,,,,,,,,,,,,,,,,5.85,,,5.85,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
Nitrazepam,Fragment,,,,,,,,,,,,,,,,,,,5.85,,,5.85,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
Nitrazepam,Fragment,,,,,,,,,,,,,,,,,,,5.85,,,5.85,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
Nitrazepam,Fragment,,,,,,,,,,,,,,,,,,,5.85,,,5.85,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
Nitrazepamd5,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Nitrendipine,TargetPeak,,,,,,,,,,,,,,,,,,,7.15,,,,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C
Nitrendipine,Fragment,,,,,,,,,,,,,,,,,,,7.15,,,,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C
Nitrendipine,Fragment,,,,,,,,,,,,,,,,,,,7.15,,,,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C
Nitrendipine,Fragment,,,,,,,,,,,,,,,,,,,7.15,,,,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C
Nitrendipine,Fragment,,,,,,,,,,,,,,,,,,,7.15,,,,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C
Nitrendipine,Fragment,,,,,,,,,,,,,,,,,,,7.15,,,,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C
Nizatidine,TargetPeak,,,,,,,,,,,,,,,,,,,2.09,,,,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
Nizatidine,Fragment,,,,,,,,,,,,,,,,,,,2.09,,,,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
Nizatidine,Fragment,,,,,,,,,,,,,,,,,,,2.09,,,,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
Nizatidine,Fragment,,,,,,,,,,,,,,,,,,,2.09,,,,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
Nizatidine,Fragment,,,,,,,,,,,,,,,,,,,2.09,,,,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
Nizatidine,Fragment,,,,,,,,,,,,,,,,,,,2.09,,,,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
Nomifensine,TargetPeak,,,,,,,,,,,,,,,,,,,4.42,,,,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3
Nomifensine,Fragment,,,,,,,,,,,,,,,,,,,4.42,,,,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3
Nomifensine,Fragment,,,,,,,,,,,,,,,,,,,4.42,,,,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3
Nomifensine,Fragment,,,,,,,,,,,,,,,,,,,4.42,,,,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3
Nomifensine,Fragment,,,,,,,,,,,,,,,,,,,4.42,,,,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3
Nomifensine,Fragment,,,,,,,,,,,,,,,,,,,4.42,,,,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3
Nordelta9THCCOOH,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
NorLSD,TargetPeak,,,,,,,,,,,,,,,,,,,4.67,,,,
NorLSD,Fragment,,,,,,,,,,,,,,,,,,,4.67,,,,
NorLSD,Fragment,,,,,,,,,,,,,,,,,,,4.67,,,,
NorLSD,Fragment,,,,,,,,,,,,,,,,,,,4.67,,,,
NorLSD,Fragment,,,,,,,,,,,,,,,,,,,4.67,,,,
NorLSD,Fragment,,,,,,,,,,,,,,,,,,,4.67,,,,
Noracetylfentanyl,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Noracetylfentanyl,Fragment,,,,,,,,,,,,,,,,,,,,,,,
Noracetylfentanyl,Fragment,,,,,,,,,,,,,,,,,,,,,,,
Noracetylfentanyl,Fragment,,,,,,,,,,,,,,,,,,,,,,,
Noracetylfentanyl,Fragment,,,,,,,,,,,,,,,,,,,,,,,
Noramidopyrine,TargetPeak,,,,,,,,,,,,,,,,,,,2.75,,,,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC
Noramidopyrine,Fragment,,,,,,,,,,,,,,,,,,,2.75,,,,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC
Noramidopyrine,Fragment,,,,,,,,,,,,,,,,,,,2.75,,,,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC
Norbenzoylecgonine,TargetPeak,,,,,,,,,,,,,,,,,,,3.78,,,,C1CC2C(C(CC1N2)OC(=O)C3=CC=CC=C3)C(=O)O
Norbenzoylecgonine,Fragment,,,,,,,,,,,,,,,,,,,3.78,,,,C1CC2C(C(CC1N2)OC(=O)C3=CC=CC=C3)C(=O)O
Norbenzoylecgonine,Fragment,,,,,,,,,,,,,,,,,,,3.78,,,,C1CC2C(C(CC1N2)OC(=O)C3=CC=CC=C3)C(=O)O
Norbenzoylecgonine,Fragment,,,,,,,,,,,,,,,,,,,3.78,,,,C1CC2C(C(CC1N2)OC(=O)C3=CC=CC=C3)C(=O)O
Norbenzoylecgonine,Fragment,,,,,,,,,,,,,,,,,,,3.78,,,,C1CC2C(C(CC1N2)OC(=O)C3=CC=CC=C3)C(=O)O
Norbenzoylecgonine,Fragment,,,,,,,,,,,,,,,,,,,3.78,,,,C1CC2C(C(CC1N2)OC(=O)C3=CC=CC=C3)C(=O)O
Norbormide,TargetPeak,,,,,,,,,,,,,,,,,,,7.01,,,,C1=CC=C(C=C1)C(=C2C3C=C(C2C4C3C(=O)NC4=O)C(C5=CC=CC=C5)(C6=CC=CC=N6)O)C7=CC=CC=N7
Norbormide,Fragment,,,,,,,,,,,,,,,,,,,7.01,,,,C1=CC=C(C=C1)C(=C2C3C=C(C2C4C3C(=O)NC4=O)C(C5=CC=CC=C5)(C6=CC=CC=N6)O)C7=CC=CC=N7
Norbormide,Fragment,,,,,,,,,,,,,,,,,,,7.01,,,,C1=CC=C(C=C1)C(=C2C3C=C(C2C4C3C(=O)NC4=O)C(C5=CC=CC=C5)(C6=CC=CC=N6)O)C7=CC=CC=N7
Norbormide,Fragment,,,,,,,,,,,,,,,,,,,7.01,,,,C1=CC=C(C=C1)C(=C2C3C=C(C2C4C3C(=O)NC4=O)C(C5=CC=CC=C5)(C6=CC=CC=N6)O)C7=CC=CC=N7
Norbormide,Fragment,,,,,,,,,,,,,,,,,,,7.01,,,,C1=CC=C(C=C1)C(=C2C3C=C(C2C4C3C(=O)NC4=O)C(C5=CC=CC=C5)(C6=CC=CC=N6)O)C7=CC=CC=N7
Norbormide,Fragment,,,,,,,,,,,,,,,,,,,7.01,,,,C1=CC=C(C=C1)C(=C2C3C=C(C2C4C3C(=O)NC4=O)C(C5=CC=CC=C5)(C6=CC=CC=N6)O)C7=CC=CC=N7
Norbuprenorphine,TargetPeak,,,,,,,,,,,,,,,,,,,4.7,,,4.82,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCNC3CC6=C5C(=C(C=C6)O)O4)OC)O
Norbuprenorphine,Fragment,,,,,,,,,,,,,,,,,,,4.7,,,4.82,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCNC3CC6=C5C(=C(C=C6)O)O4)OC)O
Norbuprenorphine,Fragment,,,,,,,,,,,,,,,,,,,4.7,,,4.82,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCNC3CC6=C5C(=C(C=C6)O)O4)OC)O
Norbuprenorphine,Fragment,,,,,,,,,,,,,,,,,,,4.7,,,4.82,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCNC3CC6=C5C(=C(C=C6)O)O4)OC)O
Norbuprenorphine,Fragment,,,,,,,,,,,,,,,,,,,4.7,,,4.82,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCNC3CC6=C5C(=C(C=C6)O)O4)OC)O
Norbuprenorphine,Fragment,,,,,,,,,,,,,,,,,,,4.7,,,4.82,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCNC3CC6=C5C(=C(C=C6)O)O4)OC)O
Norbuprenorphine glucuronide,TargetPeak,,,,,,,,,,,,,,,,,,,3.73,,,,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCNC3CC6=C5C(=C(C=C6)OC7C(C(C(C(O7)C(=O)O)O)O)O)O4)OC)O
Norbuprenorphine glucuronide,Fragment,,,,,,,,,,,,,,,,,,,3.73,,,,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCNC3CC6=C5C(=C(C=C6)OC7C(C(C(C(O7)C(=O)O)O)O)O)O4)OC)O
Norbuprenorphine glucuronide,Fragment,,,,,,,,,,,,,,,,,,,3.73,,,,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCNC3CC6=C5C(=C(C=C6)OC7C(C(C(C(O7)C(=O)O)O)O)O)O4)OC)O
Norbuprenorphine glucuronide,Fragment,,,,,,,,,,,,,,,,,,,3.73,,,,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCNC3CC6=C5C(=C(C=C6)OC7C(C(C(C(O7)C(=O)O)O)O)O)O4)OC)O
Norbuprenorphine glucuronide,Fragment,,,,,,,,,,,,,,,,,,,3.73,,,,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCNC3CC6=C5C(=C(C=C6)OC7C(C(C(C(O7)C(=O)O)O)O)O)O4)OC)O
Norbuprenorphine glucuronide,Fragment,,,,,,,,,,,,,,,,,,,3.73,,,,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCNC3CC6=C5C(=C(C=C6)OC7C(C(C(C(O7)C(=O)O)O)O)O)O4)OC)O
Norbuprenorphined3,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Norbutyrylfentanyl,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Norbutyrylfentanyl,Fragment,,,,,,,,,,,,,,,,,,,,,,,
Norbutyrylfentanyl,Fragment,,,,,,,,,,,,,,,,,,,,,,,
Norbutyrylfentanyl,Fragment,,,,,,,,,,,,,,,,,,,,,,,
Norbutyrylfentanyl,Fragment,,,,,,,,,,,,,,,,,,,,,,,
Norbutyrylfentanyl,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Norcarfentanil,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,CCC(=O)N(C1=CC=CC=C1)C2(CCNCC2)C(=O)OC
Norcarfentanil,Fragment,,,,,,,,,,,,,,,,,,,,,,,CCC(=O)N(C1=CC=CC=C1)C2(CCNCC2)C(=O)OC
Norcarfentanil,Fragment,,,,,,,,,,,,,,,,,,,,,,,CCC(=O)N(C1=CC=CC=C1)C2(CCNCC2)C(=O)OC
Norcarfentanil,Fragment,,,,,,,,,,,,,,,,,,,,,,,CCC(=O)N(C1=CC=CC=C1)C2(CCNCC2)C(=O)OC
Norcarfentanil,Fragment,,,,,,,,,,,,,,,,,,,,,,,CCC(=O)N(C1=CC=CC=C1)C2(CCNCC2)C(=O)OC
Norclobazam,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,C1C(=O)NC2=C(C=C(C=C2)Cl)N(C1=O)C3=CC=CC=C3
Norclobazam,Fragment,,,,,,,,,,,,,,,,,,,,,,,C1C(=O)NC2=C(C=C(C=C2)Cl)N(C1=O)C3=CC=CC=C3
Norclobazam,Fragment,,,,,,,,,,,,,,,,,,,,,,,C1C(=O)NC2=C(C=C(C=C2)Cl)N(C1=O)C3=CC=CC=C3
NorclobazamC136,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Norcocaine,TargetPeak,,,,,,,,,,,,,,,,,,,4.38,,,,COC(=O)C1C2CCC(N2)CC1OC(=O)C3=CC=CC=C3
Norcocaine,Fragment,,,,,,,,,,,,,,,,,,,4.38,,,,COC(=O)C1C2CCC(N2)CC1OC(=O)C3=CC=CC=C3
Norcocaine,Fragment,,,,,,,,,,,,,,,,,,,4.38,,,,COC(=O)C1C2CCC(N2)CC1OC(=O)C3=CC=CC=C3
Norcocaine,Fragment,,,,,,,,,,,,,,,,,,,4.38,,,,COC(=O)C1C2CCC(N2)CC1OC(=O)C3=CC=CC=C3
Norcocaine,Fragment,,,,,,,,,,,,,,,,,,,4.38,,,,COC(=O)C1C2CCC(N2)CC1OC(=O)C3=CC=CC=C3
Norcocaine,Fragment,,,,,,,,,,,,,,,,,,,4.38,,,,COC(=O)C1C2CCC(N2)CC1OC(=O)C3=CC=CC=C3
Norcocained3,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Norcodeine,TargetPeak,,,,,,,,,,,,,,,,,,,2.8,,,,COC1=C2C3=C(CC4C5C3(CCN4)C(O2)C(C=C5)O)C=C1
Norcodeine,Fragment,,,,,,,,,,,,,,,,,,,2.8,,,,COC1=C2C3=C(CC4C5C3(CCN4)C(O2)C(C=C5)O)C=C1
Norcodeine,Fragment,,,,,,,,,,,,,,,,,,,2.8,,,,COC1=C2C3=C(CC4C5C3(CCN4)C(O2)C(C=C5)O)C=C1
Norcodeine,Fragment,,,,,,,,,,,,,,,,,,,2.8,,,,COC1=C2C3=C(CC4C5C3(CCN4)C(O2)C(C=C5)O)C=C1
Norcodeine,Fragment,,,,,,,,,,,,,,,,,,,2.8,,,,COC1=C2C3=C(CC4C5C3(CCN4)C(O2)C(C=C5)O)C=C1
Norcodeine,Fragment,,,,,,,,,,,,,,,,,,,2.8,,,,COC1=C2C3=C(CC4C5C3(CCN4)C(O2)C(C=C5)O)C=C1
Norcodeined3,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Norcyamemazine,TargetPeak,,,,,,,,,,,,,,,,,,,5.86,,,,
Norcyamemazine,Fragment,,,,,,,,,,,,,,,,,,,5.86,,,,
Norcyamemazine,Fragment,,,,,,,,,,,,,,,,,,,5.86,,,,
Norcyamemazine,Fragment,,,,,,,,,,,,,,,,,,,5.86,,,,
Nordiazepam,TargetPeak,,,,,,,,,,,,,,,,,,,6.3,,,6.2,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3
Nordiazepam,Fragment,,,,,,,,,,,,,,,,,,,6.3,,,6.2,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3
Nordiazepam,Fragment,,,,,,,,,,,,,,,,,,,6.3,,,6.2,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3
Nordiazepam,Fragment,,,,,,,,,,,,,,,,,,,6.3,,,6.2,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3
Nordiazepam,Fragment,,,,,,,,,,,,,,,,,,,6.3,,,6.2,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3
Nordiazepam,Fragment,,,,,,,,,,,,,,,,,,,6.3,,,6.2,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3
Nordiazepamd5,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Norephedrine,TargetPeak,,,,,,,,,,,,,,,,,,,1.82,,,,CC(C(C1=CC=CC=C1)O)N
Norephedrine,Fragment,,,,,,,,,,,,,,,,,,,1.82,,,,CC(C(C1=CC=CC=C1)O)N
Norephedrine,Fragment,,,,,,,,,,,,,,,,,,,1.82,,,,CC(C(C1=CC=CC=C1)O)N
Norephedrine,Fragment,,,,,,,,,,,,,,,,,,,1.82,,,,CC(C(C1=CC=CC=C1)O)N
Norepinephrine  H2O,TargetPeak,,,,,,,,,,,,,,,,,,,0.18,,,,
Norepinephrine  H2O,Fragment,,,,,,,,,,,,,,,,,,,0.18,,,,
Norepinephrine  H2O,Fragment,,,,,,,,,,,,,,,,,,,0.18,,,,
Norepinephrine  H2O,Fragment,,,,,,,,,,,,,,,,,,,0.18,,,,
Norepinephrine  H2O,Fragment,,,,,,,,,,,,,,,,,,,0.18,,,,
Norepinephrine  H2O,Fragment,,,,,,,,,,,,,,,,,,,0.18,,,,
Norethandrolone,TargetPeak,,,,,,,,,,,,,,,,,,,7.1,,,,CCC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)O
Norethandrolone,Fragment,,,,,,,,,,,,,,,,,,,7.1,,,,CCC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)O
Norethandrolone,Fragment,,,,,,,,,,,,,,,,,,,7.1,,,,CCC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)O
Norethandrolone,Fragment,,,,,,,,,,,,,,,,,,,7.1,,,,CCC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)O
Norethandrolone,Fragment,,,,,,,,,,,,,,,,,,,7.1,,,,CCC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)O
Norethandrolone,Fragment,,,,,,,,,,,,,,,,,,,7.1,,,,CCC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)O
Norfenfluramine,TargetPeak,,,,,,,,,,,,,,,,,,,4.26,,,,CC(CC1=CC(=CC=C1)C(F)(F)F)N
Norfenfluramine,Fragment,,,,,,,,,,,,,,,,,,,4.26,,,,CC(CC1=CC(=CC=C1)C(F)(F)F)N
Norfenfluramine,Fragment,,,,,,,,,,,,,,,,,,,4.26,,,,CC(CC1=CC(=CC=C1)C(F)(F)F)N
Norfentanyl,TargetPeak,,,,,,,,,,,,,,,,,,,3.77,,,4.03,CCC(=O)N(C1CCNCC1)C2=CC=CC=C2
Norfentanyl,Fragment,,,,,,,,,,,,,,,,,,,3.77,,,4.03,CCC(=O)N(C1CCNCC1)C2=CC=CC=C2
Norfentanyl,Fragment,,,,,,,,,,,,,,,,,,,3.77,,,4.03,CCC(=O)N(C1CCNCC1)C2=CC=CC=C2
Norfentanyl,Fragment,,,,,,,,,,,,,,,,,,,3.77,,,4.03,CCC(=O)N(C1CCNCC1)C2=CC=CC=C2
Norfentanyl,Fragment,,,,,,,,,,,,,,,,,,,3.77,,,4.03,CCC(=O)N(C1CCNCC1)C2=CC=CC=C2
Norfentanyl,Fragment,,,,,,,,,,,,,,,,,,,3.77,,,4.03,CCC(=O)N(C1CCNCC1)C2=CC=CC=C2
Norfentanyld5,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Norfloxacin,TargetPeak,,,,,,,,,,,,,,,,,,,3.5,,,,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Norfloxacin,Fragment,,,,,,,,,,,,,,,,,,,3.5,,,,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Norfloxacin,Fragment,,,,,,,,,,,,,,,,,,,3.5,,,,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Norfloxacin,Fragment,,,,,,,,,,,,,,,,,,,3.5,,,,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Norfloxacin,Fragment,,,,,,,,,,,,,,,,,,,3.5,,,,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Norfloxacin,Fragment,,,,,,,,,,,,,,,,,,,3.5,,,,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Norfludiazepam,TargetPeak,,,,,,,,,,,,,,,,,,,6.27,,,,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F
Norfludiazepam,Fragment,,,,,,,,,,,,,,,,,,,6.27,,,,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F
Norfludiazepam,Fragment,,,,,,,,,,,,,,,,,,,6.27,,,,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F
Norfludiazepam,Fragment,,,,,,,,,,,,,,,,,,,6.27,,,,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F
Norfludiazepam,Fragment,,,,,,,,,,,,,,,,,,,6.27,,,,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F
Norfludiazepam,Fragment,,,,,,,,,,,,,,,,,,,6.27,,,,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F
Norfluoxetine,TargetPeak,,,,,,,,,,,,,,,,,,,6.23,,,5.96,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F
Norfluoxetine,Fragment,,,,,,,,,,,,,,,,,,,6.23,,,5.96,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F
Norfluoxetine,Fragment,,,,,,,,,,,,,,,,,,,6.23,,,5.96,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F
Norfluoxetine,Fragment,,,,,,,,,,,,,,,,,,,6.23,,,5.96,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F
Norfluoxetine,Fragment,,,,,,,,,,,,,,,,,,,6.23,,,5.96,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F
Norfluoxetined6,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Norflurazon,TargetPeak,,,,,,,,,,,,,,,,,,,6.18,,,,CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl
Norflurazon,Fragment,,,,,,,,,,,,,,,,,,,6.18,,,,CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl
Norflurazon,Fragment,,,,,,,,,,,,,,,,,,,6.18,,,,CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl
Norflurazon,Fragment,,,,,,,,,,,,,,,,,,,6.18,,,,CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl
Norflurazon,Fragment,,,,,,,,,,,,,,,,,,,6.18,,,,CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl
Norfluvoxamine,TargetPeak,,,,,,,,,,,,,,,,,,,5.1,,,,
Norfluvoxamine,Fragment,,,,,,,,,,,,,,,,,,,5.1,,,,
Norfluvoxamine,Fragment,,,,,,,,,,,,,,,,,,,5.1,,,,
Norfluvoxamine,Fragment,,,,,,,,,,,,,,,,,,,5.1,,,,
Norfluvoxamine,Fragment,,,,,,,,,,,,,,,,,,,5.1,,,,
Norfluvoxamine,Fragment,,,,,,,,,,,,,,,,,,,5.1,,,,
Norketamine,TargetPeak,,,,,,,,,,,,,,,,,,,3.68,,,3.96,C1CCC(C(=O)C1)(C2=CC=CC=C2Cl)N
Norketamine,Fragment,,,,,,,,,,,,,,,,,,,3.68,,,3.96,C1CCC(C(=O)C1)(C2=CC=CC=C2Cl)N
Norketamine,Fragment,,,,,,,,,,,,,,,,,,,3.68,,,3.96,C1CCC(C(=O)C1)(C2=CC=CC=C2Cl)N
Norketamine,Fragment,,,,,,,,,,,,,,,,,,,3.68,,,3.96,C1CCC(C(=O)C1)(C2=CC=CC=C2Cl)N
Norketamine,Fragment,,,,,,,,,,,,,,,,,,,3.68,,,3.96,C1CCC(C(=O)C1)(C2=CC=CC=C2Cl)N
Norketamine,Fragment,,,,,,,,,,,,,,,,,,,3.68,,,3.96,C1CCC(C(=O)C1)(C2=CC=CC=C2Cl)N
Norketamined4,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Normaprotiline,TargetPeak,,,,,,,,,,,,,,,,,,,5.95,,,,C1CC2(C3=CC=CC=C3C1C4=CC=CC=C42)CCCN
Normaprotiline,Fragment,,,,,,,,,,,,,,,,,,,5.95,,,,C1CC2(C3=CC=CC=C3C1C4=CC=CC=C42)CCCN
Normaprotiline,Fragment,,,,,,,,,,,,,,,,,,,5.95,,,,C1CC2(C3=CC=CC=C3C1C4=CC=CC=C42)CCCN
Normaprotiline,Fragment,,,,,,,,,,,,,,,,,,,5.95,,,,C1CC2(C3=CC=CC=C3C1C4=CC=CC=C42)CCCN
Normaprotiline,Fragment,,,,,,,,,,,,,,,,,,,5.95,,,,C1CC2(C3=CC=CC=C3C1C4=CC=CC=C42)CCCN
Normaprotiline,Fragment,,,,,,,,,,,,,,,,,,,5.95,,,,C1CC2(C3=CC=CC=C3C1C4=CC=CC=C42)CCCN
Normeperidine,TargetPeak,,,,,,,,,,,,,,,,,,,4.43,,,4.5,CCOC(=O)C1(CCNCC1)C2=CC=CC=C2
Normeperidine,Fragment,,,,,,,,,,,,,,,,,,,4.43,,,4.5,CCOC(=O)C1(CCNCC1)C2=CC=CC=C2
Normeperidine,Fragment,,,,,,,,,,,,,,,,,,,4.43,,,4.5,CCOC(=O)C1(CCNCC1)C2=CC=CC=C2
Normeperidine,Fragment,,,,,,,,,,,,,,,,,,,4.43,,,4.5,CCOC(=O)C1(CCNCC1)C2=CC=CC=C2
Normeperidine,Fragment,,,,,,,,,,,,,,,,,,,4.43,,,4.5,CCOC(=O)C1(CCNCC1)C2=CC=CC=C2
Normeperidined4,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Normephedrone,TargetPeak,,,,,,,,,,,,,,,,,,,5.07,,,,CC1=CC=C(C=C1)C(=O)C(C)N
Normephedrone,Fragment,,,,,,,,,,,,,,,,,,,5.07,,,,CC1=CC=C(C=C1)C(=O)C(C)N
Normephedrone,Fragment,,,,,,,,,,,,,,,,,,,5.07,,,,CC1=CC=C(C=C1)C(=O)C(C)N
